Country,id,Unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Lithuania,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5678975,101.6590268,104.4212075,106.0460455,103.7913451,104.7181435,106.5249123,108.1352018,111.2339256,111.653713,112.2976135,111.8289808,112.1977626,109.198513,99.810997,100,101.5784181,102.3522941,102.669527,102.8527127,102.1514785,101.793668,101.9675104,101.596757,100.979455
Luxembourg,ZVGDK,(2010 = 100) ,84.3158759,84.8222497,84.1240103,83.8096552,84.8060977,84.350792,83.7351589,83.2367867,84.5969644,88.1779045,88.2611794,88.3283161,89.7849852,92.0135138,92.663932,88.6340745,88.6049665,88.1203427,88.7007135,88.6221703,87.6221767,86.3003203,85.6663022,86.1892101,88.1147959,89.0295929,92.0867314,92.3397212,94.2692534,96.7533002,97.3553791,98.9824906,98.4141976,98.3323174,98.2508717,97.2719906,96.5879299,97.7247046,98.8178214,100.5018979,102.5994507,102.065517,102.3280489,101.6350856,101.7594699,101.8736492,102.9399467,105.1032827,102.3899478,99.0123599,100,99.4728772,97.5424582,97.4636557,98.34549,98.449637,98.7365875,98.6925449,99.3010746,99.7978068
Hungary,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.2316084,104.58034,105.3589964,106.2069818,106.4317822,107.021379,107.3205743,107.588971,107.6258525,107.9534625,107.9840888,107.9492975,106.1529838,104.7569104,100.1669754,100,100.4094296,99.3804406,99.7022917,100.548549,100.993389,101.5283644,102.3612454,102.6866293,102.3196322
Malta,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.4557781,102.3825864,103.0455552,103.0563308,103.5980342,104.9691472,104.1258139,105.550451,105.3011234,103.9893327,103.6267336,102.480289,102.2133657,102.3022476,100.1020462,100,99.8297401,100.3042388,101.7930407,104.6913591,105.9224438,105.3785076,106.2301887,106.7417437,106.7667503
Netherlands,ZVGDK,(2010 = 100) ,97.9447283,97.6207054,97.6630407,97.659799,98.9111017,99.0784045,98.2199222,98.210984,98.4347016,98.918154,99.1107751,98.7130823,98.3296975,98.6969275,98.638873,97.4735429,98.0360282,97.790003,97.6349817,97.3871792,96.9209773,95.9593201,94.9504284,95.1565639,95.6290481,95.8475986,96.0749538,96.0496369,96.4306726,97.1931976,97.9100932,98.0542569,97.9701017,97.830591,98.3301809,98.8090269,99.3629194,100.0752367,100.8044149,101.5823528,102.1401721,101.9915061,101.2911108,100.7743792,100.9662437,101.1759434,101.7429574,102.2552936,101.9472037,99.8441402,100,100.1340631,99.4252599,99.1892216,99.5339728,99.9613714,100.276122,100.840429,101.2215168,101.3922617
Austria,ZVGDK,(2010 = 100) ,106.4034691,106.9455818,106.3593281,106.519706,107.3450461,106.7999609,107.3005805,106.9028532,107.1789617,108.18939,109.3789707,109.4193663,109.5778689,109.3834314,108.8397523,106.8238645,106.9159171,107.1180487,105.472161,106.0914237,105.2098966,103.6725901,103.4248777,103.6491035,102.7279738,102.7152579,102.6454751,102.1370862,102.2948557,102.6568647,103.1445532,103.123994,102.6693208,101.7096833,101.4397708,101.3480561,101.0829232,100.7836761,101.0733449,101.4193336,101.6219304,101.1158441,100.944553,100.4489664,100.7145286,100.842988,101.4730267,102.1374878,101.8969325,99.7387208,100,100.5640118,100.2490951,99.671714,99.4791583,99.3940002,99.3961816,99.9283117,100.3557138,100.5097925
Poland,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7848924,98.5298751,99.7445561,99.6598861,99.5172475,99.4241483,98.6195125,98.6259414,99.4266155,100.737185,101.0744622,102.1772052,102.8825514,101.9421172,100.677508,100,99.7181119,98.2138933,96.9760188,96.3835314,95.9828033,95.7752961,96.374619,96.6097964,96.4726741
Portugal,ZVGDK,(2010 = 100) ,100.3415492,100.9996589,104.1711334,105.325016,107.1930351,110.1934218,110.9381655,111.5906217,112.7693491,112.6795484,114.9862339,117.5031613,119.4840391,118.8679484,116.9829039,112.8545957,112.1609901,112.4248407,113.2807604,113.9914354,114.1079752,112.6381703,111.394111,109.8739407,108.0523811,107.5179826,107.7212217,109.1189627,109.3395548,110.0866745,111.273386,110.6944204,109.9117146,108.1169652,107.3567043,107.1175272,107.2544661,107.3716787,107.3541377,106.9496867,106.5505685,105.5950673,104.4723982,103.0606818,102.7836404,102.1801444,101.9505377,102.0441759,101.3394747,99.7095355,100,99.2440986,97.9944842,97.9075148,98.5331705,99.4205712,100.2337006,101.2886208,102.099191,102.6850429
Romania,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.9522714,103.1542498,101.2092747,100.7847656,101.2209724,102.4571533,104.7585859,107.2905706,109.5645993,112.6701045,112.9990698,114.0310969,111.100554,108.228546,103.2015912,100,99.0811035,97.7519221,97.9567522,97.9683606,98.2350988,99.2340075,101.204105,101.8849584,102.0984283
Slovenia,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.858525,104.2068168,104.8565977,104.66125,104.7843055,104.8326035,104.5156548,104.6995285,104.3565099,104.4690661,104.4041947,104.647476,104.9915056,103.824464,99.775426,100,100.2205242,99.5218329,99.342167,100.7044078,101.8898313,103.6110169,105.7767511,107.4467656,108.3276155
Slovakia,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7293029,94.4351445,94.2695544,92.7312016,90.7419389,90.2549652,90.1428647,90.8937456,92.6736373,94.3190301,95.9572515,98.058567,100.9876627,101.6143033,98.0003259,100,100.2546162,100.8162535,101.6266345,103.1197392,103.9435686,105.3649177,106.8334602,108.213923,109.4061681
Finland,ZVGDK,(2010 = 100) ,99.2535258,99.6958716,98.5963358,97.9292388,97.9587297,97.8306913,96.6775589,95.6786345,95.0533827,96.8149319,97.6180569,96.5876969,97.4957416,98.0495712,97.2717053,96.4623969,95.0680482,93.8657929,94.006792,95.5593568,96.3996594,95.6670067,95.5491351,95.4406753,95.5108777,95.6662895,95.5815678,95.7605757,96.3490265,96.6720696,95.6427448,92.7351459,91.3000577,91.1428907,92.6363696,94.0272975,95.0728225,96.871449,98.1883881,99.1148719,100.4172707,100.5930349,100.6043144,100.7283632,101.5414791,101.8735934,102.7319703,103.7865827,103.1375671,99.2348078,100,100.5091475,99.5144779,98.9545804,98.5282866,98.3934595,98.8402673,99.313245,99.6709715,99.8841955
Sweden,ZVGDK,(2010 = 100) ,108.1453149,108.8254821,108.7514794,109.0907703,110.0726471,109.5459059,108.1852855,107.4818467,106.9379508,107.115831,108.069436,106.3627107,105.3897926,105.3536632,105.1036332,104.6030232,103.4177583,101.017161,100.4957371,100.9256631,100.7343412,99.4017778,98.8530966,98.614992,99.3453266,98.9782719,98.927245,99.0812784,98.7824982,98.2958669,97.0054328,95.1673794,93.7112695,92.2680544,93.4911068,94.5985261,94.5615962,95.2119297,96.3846276,97.6518952,98.9823175,98.8646644,99.1283241,99.5171528,100.7230367,101.1545225,102.299251,102.670823,101.1824133,97.9486533,100,100.3967817,99.4364937,99.2541515,99.6180703,100.7447984,101.1392451,101.0298193,100.9824147,100.6463607
United Kingdom,ZVGDK,(2010 = 100) ,98.2201494,98.2859857,97.7785522,98.7296142,99.6814867,99.2745234,98.7014133,98.5067306,99.174987,98.5569761,98.1620778,98.0715582,98.3437646,99.4903192,97.3308051,95.9124939,96.3287951,96.6197458,97.5087799,98.0996555,96.5743463,95.761807,95.9888591,96.9893031,97.0951305,97.9003839,98.317327,99.3707889,100.3259996,99.8737029,98.8599456,97.4631943,96.8081568,97.0379116,97.7933494,98.0059625,98.133128,98.9945516,99.3953506,99.8728671,100.5040338,100.8168595,101.1008449,101.7523556,102.027286,102.5337677,102.7771364,102.8896361,101.9247835,99.7535751,100,100.1410862,100.2699092,100.5990959,101.2289253,101.5463088,101.7019002,101.7429552,101.6712508,101.4950498
Iceland,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.5934359,104.3456351,104.807923,105.1125874,104.611416,102.9171857,103.5951983,105.0899779,106.0174955,106.7312564,107.3802125,107.5962846,107.1600576,105.6536396,106.481462,107.0799305,109.0657389,111.3698786,110.2716221,109.7748159,109.5903513,108.5162247,106.4147688,106.5724632,107.5805524,107.1122288,107.7359268,108.0460869,108.2253893,107.6487628,107.1695907,106.8225308,105.7199001,105.1099369,105.9566967,105.2290202,103.2746303,104.185798,103.3665273,101.0417604,100,100.8712668,101.4157758,103.0740767,103.568807,104.4572399,106.005933,105.9246693,105.6416637,105.3007107
Turkey,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2732737,100,91.423514,83.6814816,78.0900208,72.8761154,68.7454502,64.7966921,62.5487107,60.2769518,58.4296622
Norway,ZVGDK,(2010 = 100) ,95.9333143,96.600621,95.8732985,95.5645437,95.8472693,96.2176321,95.9182788,96.5786009,95.8072059,96.4227024,95.6177695,95.9347818,96.3727895,96.1977111,95.7213267,95.415265,95.31011,94.651714,94.5902834,94.8193249,95.2766662,94.3992303,93.0446841,93.2333315,94.3750305,95.5270935,95.9409122,95.4547683,94.194126,93.7839387,94.1308849,95.0480371,96.2945778,97.1708185,98.9335301,100.2835664,101.8605455,103.2135244,103.0377377,102.944518,103.6253164,103.8809877,103.921226,103.739442,104.70211,104.6887097,104.3286565,103.9184522,102.4816977,100.4988245,100,99.4325618,99.4768997,98.6247304,98.3462836,98.326614,97.9772049,97.9588888,97.9252488,97.9589995
Switzerland,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7435403,96.2963917,95.9300902,95.968461,95.6639955,95.4279263,95.7802043,96.2582121,96.3317282,97.1373774,97.1931963,96.9111234,96.6742118,97.2882698,97.9899871,98.9316417,99.8578784,100.173856,99.1980001,100,100.2629254,100.23207,100.5619556,101.0718978,101.1093043,101.1710588,101.05576,101.3560782,101.4984113
United States,ZVGDK,(2010 = 100) ,91.8724253,91.899257,93.0946795,93.6164402,94.5471648,95.6402985,96.7386843,96.5586367,97.1594427,97.1318934,96.1780794,96.4123392,97.2492728,98.1542459,96.9411427,96.1232525,97.2822893,97.9968205,98.893207,98.8538162,97.7411821,97.7694599,96.2951708,97.2110684,98.8182706,99.2518515,99.447145,99.6958158,100.2793089,100.6876262,100.5172234,99.7715753,100.4011131,100.6539372,101.3187441,101.4295407,101.8398167,102.4207979,102.8545912,103.2715356,103.4190218,102.5189356,102.1352,102.1099727,102.3599098,102.3554903,102.1370359,101.7437204,100.8046213,99.3495081,100,100.2180951,100.5403976,100.6176245,100.9603548,101.3760079,101.2979824,101.4912404,101.797187,101.9979044
Japan,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.8224412,104.4169495,103.9340983,103.6042983,103.8265794,104.6611029,104.2131635,104.1680225,104.9580825,105.0068717,105.0384874,104.428812,103.2276388,102.0833278,101.3930123,101.3248574,101.243122,100.6303075,99.453335,98.7043007,99.0927238,98.7264141,98.4678478,98.768926,99.3377793,99.6511128,99.9124639,100.3634353,99.9435708,98.1762387,100,100.1822099,100.8444791,101.5572226,101.5824217,101.935107,102.1196847,102.5333429,102.7623288,102.8735377
Canada,ZVGDK,(2010 = 100) ,88.9460335,89.5031946,91.4089904,92.7018986,94.3279985,95.7391827,97.0169274,97.0717557,98.1793045,99.2481954,99.3477933,99.9079982,100.9468587,102.4537136,102.5412344,101.7866892,102.464054,102.5240336,102.8658722,103.0821045,102.6399464,102.5779333,100.2805977,100.5601466,102.2163619,103.2411415,103.1532301,103.6143367,103.9960473,103.4623634,102.3463446,100.5329973,100.2000416,100.6852313,101.7644229,102.2654637,102.2492124,103.0456725,103.7286025,104.9081376,106.0842674,105.7794633,106.0620681,105.6681803,105.5355644,105.1961077,104.4863631,103.560339,102.3347629,100.1041429,100,99.8280327,99.0097388,98.5889351,98.3072229,97.6034893,97.2344651,97.4097064,NA,NA
Mexico,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.5870967,113.0319012,114.9317843,115.4302088,114.192813,114.3118436,111.4009206,109.0855273,107.9312657,108.1859463,107.2726223,107.4946568,106.2509906,104.2139825,98.9371974,100,100.0183503,99.9907539,98.9016515,98.7320271,98.7880366,98.6065476,NA,NA,NA
Australia,ZVGDK,(2010 = 100) ,92.8099674,92.4321983,93.8492416,95.471062,96.6918493,96.4137959,97.6344166,98.3352475,99.7374409,101.3048242,101.6026739,101.9135171,101.6784709,102.0425968,101.47593,101.4097362,101.733308,100.9444946,101.3116218,101.3130282,101.1949457,100.9834231,98.9000249,99.5934523,100.3958309,100.6810145,100.4845704,101.4910916,101.5652772,101.6331632,100.5154824,99.9805625,100.8330801,101.6047175,102.0866221,102.6196527,103.0962582,103.6768717,104.4192193,104.5817536,104.3856755,104.8500077,104.5550751,104.5199038,104.1000045,103.3892166,103.121748,102.6297161,101.5587518,100.6879567,100,99.5997991,98.7716109,98.192435,97.8348047,97.919483,97.7425191,NA,NA,NA
New Zealand,ZVGDK,(2010 = 100) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4621749,98.1447106,98.0991443,97.3023699,96.8076491,95.7440802,96.0290068,98.3672524,99.7870039,100.7092937,101.0389153,101.1682049,100.7111193,101.8704664,101.9082351,102.5286189,103.5428669,103.9107188,103.4769989,103.0517366,102.5584732,102.4746943,100.3343607,100.4444389,100,100.2271265,100.2475149,99.7024602,99.5635832,99.5923672,99.3908363,NA,NA,NA
